full_text,sentiment_label,sentiment_score
kenaikan ppn yg akn berlaku januari ditunda pemerintah berencana stimulus bentuk subsidi listrik nontunai menjaga kondisi ekonomi masyarakat tidak tidak jatuh jurang kemiskinan,negative,-11.0
pemerintah nyibukin pengesahan ppn mikir ga sih kondisi indonesia skrg kek gmn anjg,negative,-9.0
lihat ppn,positive,3.0
oalahhh yaaa kelar dramanya yg animate nggak sih hwhwhwhwh kek nya gws ppn,positive,3.0
loe kagak dukung sekjend pbb hidup ya tunggu aja ppn resmi dinaikkan,positive,5.0
rahmat beralih profesi dukun ba kopi berisi matcha,negative,-9.0
laporin biar kena hukuman,negative,-8.0
serius nie diem aja ppn jd,negative,-5.0
pramono rano hrs legowo mk putuskan putaran krn kenyataannya mrk menangnya tdk tebal coba kalo dpt minimal tdk mgkn rido capek gugat mk menang suara tipis legitimate krn yg milih dpt,negative,-6.0
pendapat salah daerah pendapat jakarta menang selisih an suara masuk putaran,negative,-11.0
antisipasi dampak ppn persen banggar dpr ingatkan kebijakan mitigasi komprehensif,positive,4.0
ya allah ppn,positive,9.0
harga motor honda segini imbas ppn persen opsen pajak,negative,-2.0
advertorial ya ppn dipromoin kayak dagangan aja bangsat,negative,-3.0
transaksi platform tara cash dikenakan ppn pajak pembelian penjualan baca project bergerak bidang pp,positive,7.0
pagipagi aja nih bikin cici okta kzl postingan bilang gaji kena potongan ppn donny kena semprot deh tau gimana faktanya tonton video habis ya gaji ppn pph potongan hoaks cekfakta hoaksataufakta,negative,-23.0
ppn barang mewah pesan pengusaha,negative,-1.0
umur kian bertambah pendapat nambah ppn,negative,-3.0
mrk utk kenaikan ppn aja ga yg berani protes mrk berdiri utk koalisi,negative,-2.0
kajipost kenaikan ppn bermanfaat akhirakhir pemerintah mengumumkan menaikkan pajak pertambahan nilai angka langkah diklaim upaya meningkatkan penerimaan negara apbn sehat,positive,14.0
edits the eras tour tiktok besok beneran show,positive,5.0
video pengusaha ingatkan ancaman dibalik kenaikan ump ppn,negative,-7.0
gapmmi dukung ppn persen barang mewah kelas ppn persen barangmewah gapmmi,positive,5.0
ppn mestinya barang sekunder kebutuhan primer barang mewah mengganggu daya beli kebutuhan primer yg bikin hancur ekonomi menengah,negative,-1.0
daftar yg dikuliti rame netizen sdh tokoh yg tidak dianggap beretika popular sdh diangkat pejabat dianggap musuh dikritik rame tokoh tsb jg sblm berlagak adil stlh sifatnya berubah,negative,-9.0
ppn persen tergetkan barang mewah pengamat potensi penerimaan negara,positive,5.0
lucu aja sih ppn barang mewah diprotes orderan bohirnya kayaknya hahaha,negative,-1.0
yg khawatir ppn yg nya berlaku untk barang mewah nnti merembet permanen smua jnis kekhawatiran berdasar krna pemerintah sll kejutan yg rakyat nya tdak apbn jebol thun,negative,-6.0
ppn persen sasar barang mewah,positive,2.0
kenaikan ppn persen barang mewah mudaratnya,positive,2.0
pertumbuhan ekonomi pejabat elit ppn membiayai pesta bedebah,positive,1.0
dikit dikit jual nama rakyat ppn kadal tenannnn min nama hak demokrasi rakyat jakarta pemilih pramdoel menolakputaran fix pramdoelmenangputaran,negative,-7.0
galau banget mending beli sepatu running lokal merk but still im on budget segaja beli buruburu before ppn,positive,1.0
lembaga yg dipimpin menyetujui ppn daya beli masyarakat berat akal² berdalih barang mewah mlipir arep mencekik oposisi yg cerdas,negative,-15.0
wakil ketua komisi vii dpr ri evita nursanty mengusulkan produk negeri kategori barang mewah tidak dikenakan pajak pertambahan nilai ppn persen persen,positive,7.0
pemerintah melangsungkan penerapan kenaikan tarif pajak pertambahan nilai ppn persen persen januari ppnpersen,positive,6.0
templatenya tuh super aneh ya orang jamaah freak,positive,5.0
gak mikirin ppn,negative,-3.0
presiden prabowo subianto kenaikan tarif pajak pertambahan nilai ppn persen berlaku barang mewah arti brg mewah siapautk menengah bwh brg jt sda msk kategori brg mewah arti nya berlaku utk brg²,positive,9.0
wkkwkw lucu bgt traumanya ppn ya kak,positive,5.0
said abdullah ppn dukung pertumbuhan ekonomi berkelanjutan ad,positive,4.0
alasan demo gak ndakik hidup sulit disebabkan pemerintah gak becus bentuknya bayangin kalo ppn gk nonton konser idolmu tiket mahal kerja capek bayar pajak tpi hak untk happy dibajak negara,negative,-5.0
salah alasan kenaikan harga sewa kosan ppn bajingan emang ppn,negative,-1.0
silahkan ppn dinaikan buktikan dg kinerja dg memberantas korupsi tidak malu batalkan program makan siang gratisnya,negative,-13.0
anak abah sadar mahasewa kaum iq gibran dkk ogah diskusi bikin iq turun demo tolak kenaikan bbm non subsidi mempersulit ekonomi masyarakat kaya raya ppn barang mewah tolak,negative,-15.0
dampak ppn persen barang mewah menyasar orang kaya,negative,-1.0
ketua gapmmi dukung penerapan ppn persen barang mewah,positive,6.0
presiden prabowo subianto kenaikan tarif ppn persen menyasar barang mewah istana negara jakarta jumat presiden kenaikan ppn amanat uu laksanakan selektif,positive,7.0
konten yg diomongin miftah jakarta putaran yg positif rakyat ppn tetep,positive,4.0
konco² ku do seneng umk umr pas omongi iku bebarengan dg harga konsumsi karna enek ppn jare gapopo sing jaann buodo pdhl jatohe yo podo ae,positive,11.0
yah rakyat jakarta it rasional om jgn bikin muak ntr loh mo foukus kerja cr duit ppn mo jgn nambah susah lg dahhhhh mas bos,negative,-3.0
rakyat rakyat rakyat rakyat bosen wo bawabawa rakyat ente tau gak wo ppn yg terbebani rakyat rakyat dipake tameng bullshit anjirr,negative,-8.0
bilang untunk barang mewah disamping rumah loe kasih free ppn standard ganda ppnbm loh disana aja dinaikin ppn rancu banget karna kriteria barang mewah standardnya aneh,positive,6.0
doa ppn gajadi ntar kegocek gaji pajak,negative,-6.0
jesus gue musuhan orang vote nih badut voter please just fucking die dah capek korupsi program gak jalan ppn none of his idea berguna,negative,-12.0
ribet kebiasaan bab jongkok duduk perkara kebiasaan diubah lagipula wc duduk toilet higienis didesain lantai tidak basah lembab,negative,-22.0
ppn menyasar golongan masyarkat ppnpersen ppnpersen ppn pajak manchester united ten hag tidur amorim kalah deres prilly,negative,-6.0
kenaikan tarif ppn amanat undangundang diberlakukan lambat januari tujuan meningkatkan penerimaan negara membiayai pembangunan mendukung anggaran negara,positive,1.0
dpr kenaikan ppn persen berlaku januari,positive,2.0
pemerintah merencanakan kenaikan ppn bertahap tertuang bab iv pasal ayat uu nomor maret april kenaikan,negative,-9.0
amerika kalah bersaing china tiktok dilarang indonesia kalah hutang naikkan pajak ppn hutang hilang memperbesar income tidak membebani rakyat sda dikuasai asing aseng negara,negative,-29.0
dikit bener ppn aja,negative,-1.0
bagus revisi partai mengesahkan uu pdip golkar gerindra pkb demokrat pan mengkonsep ppn utk kalo ppnbm pph cukai dll tidak orang,negative,-8.0
fakta berita media tempo wowooo kemasa orba sehat tampilkan photophoto makan tamu rakyat siapsiap ppn,negative,-7.0
presiden prabowo menetapkan kenaikan upah disisi kebijakan merampas upah dikeluarkan kenaikan ppn pembatasan subsidi bbm dll,negative,-7.0
deretan barang mewah kena ppn januari,negative,-3.0
kalo aset kena ppn gak ya,positive,1.0
airlangga hartarto pastikan bahan pokok pendidikan kesehatan kena ppn persen bahlillahadalia kuningkeren golkarindonesia partaigolkar golkarpedia,negative,-1.0
anggaran makan gratis turun rebu ppn ni pembantu presiden bikin² ginian,positive,5.0
semangat menyambut ppn gorengan rb an ngopi rb ngerokok sebatang,positive,6.0
kenaikan ppn persen barang mewah mudaratnya,positive,2.0
bikin miskin masyarakat ppn tapera,negative,-5.0
udh sustain aja cancel ppn kalo udh cancel dipikir gen ga kalo maksa gen tp ppn ttp ya susah,negative,-3.0
tau sadar taukah kebijakan ppn barang mewah akibat korupsi bbg lembaga negara tidak terlibat korupsi kritisi mewajibkan kader korupsi membiayai partai,negative,-21.0
prabowo tegaskan kebijakan penerapan ppn persen berlaku barang mewah bantu rakyat,positive,4.0
rakyat manfaatkan branding ketokohan lihat hidup ppn persen orang mati kelaparan mati judi online,positive,1.0
sampe bahas tautau ppn ga kekawal polisi dor orang amp boycot terlupakan well,positive,2.0
dikenakan ppn persen barangbarang masuk kategori mewah impor negeri dikenakan ppnbm,negative,-1.0
kenaikan tarif pajak ppn januari disepakati pemerintah dpr barang mewah kenaikan ppn implementasi uu no harmonisasi hpp manchester united ten hag tidur amorim kalah deres man city,negative,-8.0
ppn tidak,negative,-5.0
kacau nih pajak gegara butuh dana utk membiayai proyek program prabowo yg jumbo pajak barang mewah sdh ppnbm lucu jenis ppn utk brg mewah ngeluarin jurus kibul mending batalkan proyek jumbo yg rakyat tdk marah,negative,-15.0
sikap pks menolak ppn,negative,-2.0
gaada yg turun jalan menyuarakan tolak ppn ya,negative,-3.0
kategori barang mewah yg kena ppn rawan berimbas kpd brg konsumsi rakyat jk tdk jd diberlakukan ya hrs jenis barang kabar tambahan dana freeport yg digembar gemborkan milik negara ngebut cari dana pajak,positive,6.0
tabloid otomotif penjualan mobil anjlok unit rencana kenaikan ppn berpotensi meningkatkan harga kendaraan ditambah kenaikan bbn kenaikan th momen sulit yg dirasakan pabrikan mobil,negative,-5.0
eks asn rapi ya ga mainin isu plokis ppn,negative,-1.0
ppn persen berlaku barang mewah kenaikanppn ppnpersen pajakbagiyangmampu ppnadil ekonomi,positive,2.0
lengah dikit ppn,negative,-8.0
ppn sebenernya pembahasan pembahasan tuh bahas era prabowo,positive,4.0
ppn persen menyasar golongan masyarakat kenaikanppn ppnpersen pajakbagiyangmampu ppnadil ekonomi,positive,2.0
kulo nuwun pakdhe ppn persen si kaya rakyat aman,positive,2.0
prabowo ppn persen si kaya rakyat aman,positive,2.0
ppn lu bayar pajak ppn lu bayar pajak ktk pajak lu bayar pajak yg teriak beban pajak gak bayar pajak pajak kendaraan pbb makanan restoran belanja mall,negative,-38.0
menolak setuju ppn,negative,-3.0
kenaikan ppn sasar barang mewah pemerintah tegaskan hapus pajak barang mewah tax amnesty pengusaha silahkan buka google salah rakyat,negative,-7.0
resto gmana ngko warung padang warung tegal kenek ppn,negative,-3.0
ppn barang mewah yg shoping barang mewah horang sugih tp manfaatnya rakyat,positive,3.0
ya kaya ppn ga tapera dll gitu ga kepastian hukum uu diajuin mk dibatalin berubah ubah berani investasi jangka orang tolol aja,positive,3.0
teruntukmu kurelakan tubuhku kehujanan kepanasan lelah membagi sembako lupa bayar ppn parcok,negative,-3.0
pastikan ppn persen barang mewah presiden prabowo lindungi rakyat,positive,8.0
fuck that tolak ppn,negative,-4.0
bikin bandana yg nolak ppn kali ya,positive,4.0
ppn cuman barang mewah ya kaya mobil perhiasan barang branded wajar ga sih org kaya klo kya beras sembako dll ga masuk ppn,negative,-4.0
memberatkan rakyat tolak ppn,negative,-4.0
prabowo sadar gak sih dijadiin kambing hitam skenarionya jokowi kebanyakan masyarakat taunya mifta prabowo stafsus ppn era prabowo kas menipis stafsus era prabowo tapera era prabowo bikin masyarakat mikir enak jaman jokowi,negative,-9.0
namanya kenaikan ppn alasan lindungi rakyat pengalihan isyu menyenagi rakyat dampaknya langsung membebani rakyat,positive,3.0
emang definisi barang mewah tu gmn kaga uu hpp ttg ppn yg ngatur ppnbm gamau terbit revisi uu hpp perpu intinya membatalkan ppn klo emang peduli sm rakyat,positive,2.0
hahhhh kek ppn benerbener mulyono versi korean ni si yun hobinya bikin rakyat menderita turun sih,negative,-7.0
tumben ni tl sepi ga bahas ppn,negative,-3.0
kasian banget warga indo dihantam ppn dikasih tontonan drama gus gus an,negative,-7.0
jalan ppn selektif kenaikan ppn,negative,-3.0
halo sobatkpa polemik kenaikan ppn orang kaya simak slide berikutt yaa,positive,2.0
presiden prabowo subianto kenaikan pajak pertambahan nilai ppn persen persen amanat undangundang dilaksanakan pemerintah pemerintah memfinalkan daftar jenis barang,positive,7.0
melunasi hutang bpjs kesehatan mendanai pengangkatan guru honorer indonesia mencegah kenaikan ppn keputusannya bener badjingan,negative,-8.0
mantap ppn utk barang mewah rakyat aman,positive,5.0
yg ngepost foto udah tau udah menebak bawa kemana org ga bertemu ya silahkan aja ga yg berguna pertemuan ga bikin gamma korupsi timah judol cepet kelar ppn batal cuekin aja,positive,10.0
miftah turun bagusnya fokus ppn fvcking shit,negative,-1.0
setuju ppn biar tdk boros belanja mewah,negative,-7.0
hyundai harap pemerintah dukung industri otomotif terkait ppn,positive,1.0
aturan ppn persen barang mewah ekonom singgung perubahan aturan,positive,2.0
rayne foto mukanya finn,positive,3.0
barang gamau beli diskon why flatshoes favoritku bisabisanya bg disaat ga butuh sepatu dananya dibelikan barang cobaan muncul disaat ketar ketir taun ppn,negative,-22.0
iihhhh banget kek temen sekolah gue si kaum bilang gue pindah aja negeri kalo gamau pimpin sm oke gas oke gas pas gue post igs menolak ppn,negative,-6.0
pembela taim setuju ppn kelas iq bercocok tanam istana,negative,-2.0
gaji buzzer ga hidup kalo ppn tp uang haram diatur gmn ga sih wkwkwk,positive,1.0
penerapan ppn persen berlaku dilaksanakan sesuai undangundang kebijakan ppn persen bersifat selektif berlaku barang mewah suaramerdeka suaramerdekacom prabowosubianto ppn barangmewah rakyatkecil,positive,7.0
tidak percaya kenaikan ppn bela bantu rakyat kecillbh percaya dipake pejabat hedon korup pgawalan dmn mn dgn keluarganya jugapajak yg skrg aja udh lbh cukupmalah bs bayarin rakyat lagitp dtipu pejabat turunannya,negative,-12.0
udah udah ih ribut mending kerja giat biar upah gedean dikit inget ppn tapera potongan pajak thr pemilu udah bereskan hidup kenyataan anying milih gua kena pajaknya aja,negative,-21.0
salah satunya penjual dibanding pembeli daya beli negara emang turun diberlakuin ppn,negative,-5.0
penerapan ppn dpr berlaku barang mewah ketua komisi xi dpr ri misbakhun golkarindonesia hutkegolkar golkarpedia bahlillahadalia misbakhun,positive,3.0
yaelah yg kalah mah rakyat tuh ppn,negative,-4.0
manifesting beliau solo concert jkt price rangenya manusiawi ppn kontol emang,negative,-3.0
percaya amp berserikat ppn lesgo,negative,-1.0
prabowo tegaskan ppn persen barang mewah lindungi rakyat,positive,2.0
setuju kalo barang mewah kena ppn,negative,-2.0
ppn barang mewah fair sih menurutku,positive,3.0
ppn persen januari daftar barang mewah dikenai pajak,negative,-3.0
pajak barang mewah namanya ppnbm ppn menimbulkan kritik ppn sein kiri belok kanan diperbincangkan lampu kuning pemerintahan prabowo,negative,-8.0
namanya ppnbm kocak uu hpp yg dijelasin kenaikan ppn klo gini bikin ga udh ga diplintirin barang mewah ga penjelasan jg barang mewah tolakkenaikanppn,positive,1.0
tolong dibatalin aja nih ppn gausah ditunda aja dah berat,negative,-4.0
ppn persen januari daftar barang mewah dikenai pajak,negative,-3.0
dibutuhin swasembada pangan bahan makanan tidak impor pupuk produksi mandiri bagus banget kalo gak mandiri kalah harga bahan pangan impor ketergantungan ama negara kalo naikin ppn,negative,-16.0
pemerintah memutuskan menaikkan ppn barang mewah kategori barang mewah hp berbasis internet manfaatkan mencari informasi jeplak menyalahkan pemerintah bilang iq rendah marah,negative,-14.0
uangnya idup jaman ppn mah serba susah,negative,-5.0
ppn sikat aja barang mewah,positive,1.0
kena ppn kapal nya cak garame pancet asin,negative,-6.0
bagus ppn barang mewah adil ya,positive,3.0
alasan barang mewah kena ppn januari,negative,-3.0
legislator golkar monitor penerapan ppn persen,positive,2.0
mantep ppn aja barang mewah rakyat aman,positive,1.0
ppn persen perbincangan terkini wakil ketua komisi vii dpr ri usulan terkait ppn persen evita nursanty usulan pemerintah barang mewah produksi negeri lokal tidak kena,negative,-2.0
usulan lu seakan bilang ppn barang mewah udah tok kemenkeu dah,negative,-3.0
dukungan penuh ppn nggak berdampak kebutuhan pokok,positive,6.0
apasih pdip berkontribusi kenaikan ppn persen diajukan pemerintah diketuk palu legislatif pdip salah fraksi setuju,negative,-5.0
twips yg penasaran ttg pengentasan kemiskinan ppn harga rp ribu bahan mentah porsi makan bergizi gratis saksikan jurus entaskan kemiskinan,positive,5.0
enam barang mewah dikenakan ppn persen via,positive,2.0
pemerintahan presiden prabowo tidak bergerak mulyono mengelola apbn terpaksa memalak rakyatnya ppn dalih apapun masyarakat menerimanya,negative,-14.0
ppn barang² mewah aja wkwkwk,positive,4.0
barang mewah kedok yangg ppn gaada pembedaan ppn barang mewah ppn ya otomatis kena,positive,1.0
respons presiden prabowo dpr ri rencana kenaikan ppn persen parasot,positive,6.0
pulsa barang mewah kena ga ppn persen,negative,-4.0
